model,policy,delay_days,calibration,pr_auc,pr_auc_sd,roc_auc,brier,logloss,cal_intercept,cal_slope,recall_005,precision_005,value_capture_005,recall_01,value_capture_01
logistic,sliding180_unweighted,14,raw,0.48025352463172394,0.12773582542432618,0.9179899501157696,0.002600961752856771,0.014618993736803532,-0.7600357110301653,0.9031293491522471,0.5900335839361891,0.48750703847917437,0.7993122678917762,0.6896910189845306,0.8934508918923628
logistic,sliding180_unweighted,30,beta,0.4837899357994358,0.1291122807045475,0.9180460267532863,0.0025676446384750307,0.013724795542657375,-0.2999947468439738,0.9586808880170187,0.5908692181396697,0.4883627212512836,0.8010583468386123,0.6903702490098741,0.8933292417404055
logistic,sliding180_unweighted,30,platt,0.4802231546660243,0.12789445696525287,0.9180448652658987,0.0026834914654803774,0.01469551989187797,-0.3402647525072098,0.9581357141335806,0.5908692181396697,0.4883627212512836,0.8010583468386123,0.6903702490098741,0.8933292417404055
logistic,sliding180_unweighted,30,raw,0.48045339837599066,0.1280432514378453,0.9180448781655807,0.0025985384127125144,0.014608411118388176,-0.7644312748064598,0.9013020694255829,0.5908692181396697,0.4883627212512836,0.8010583468386123,0.6903702490098741,0.8933292417404055
logistic,sliding180_weighted,0,beta,0.3202064592626754,0.09266628769178499,0.9662097263404966,0.003158256411552429,0.01288770449658235,-0.21592519680658975,0.9882171054681143,0.507641805179278,0.41336124062218255,0.66396497647029,0.7329137286940816,0.8844679004035156
logistic,sliding180_weighted,0,platt,0.320206462590702,0.09266627991636886,0.9662087414601546,0.0036402231004709997,0.0151916672475636,-0.3095107972621918,0.9742936690648397,0.507641805179278,0.41336124062218255,0.66396497647029,0.7329137286940816,0.8844679004035156
logistic,sliding180_weighted,0,raw,0.31834084554740444,0.09274839500406369,0.9662036051206545,0.04379130247980356,0.20751437296470007,-5.504193305969238,0.43403360247612,0.507641805179278,0.41336124062218255,0.66396497647029,0.7329137286940816,0.8844679004035156
logistic,sliding180_weighted,7,beta,0.32021015673411,0.09267610855994683,0.966217592167023,0.0031615326879546046,0.012883257896949848,-0.1978161372244358,0.9932178656260172,0.5072077774015004,0.41288093322544867,0.663361186488474,0.7329137286940816,0.8844679004035156
logistic,sliding180_weighted,7,platt,0.3202101604628727,0.09267610055610254,0.9662165733220186,0.0036400324509789548,0.015190158039331436,-0.3093142757813136,0.9743161102135977,0.5072077774015004,0.41288093322544867,0.663361186488474,0.7329137286940816,0.8844679004035156
logistic,sliding180_weighted,7,raw,0.31830539356667104,0.09275122253938345,0.9662113459948062,0.04389479632178942,0.20783955107132593,-5.505224386850993,0.4340507487456004,0.5072077774015004,0.41288093322544867,0.663361186488474,0.7329137286940816,0.8844679004035156
